City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
451,Sept-Iles,CA,50.2001,-66.3821,36.03,59,75,14.97,broken clouds
452,Comodoro Rivadavia,AR,-45.8667,-67.5,61.32,54,64,4.99,broken clouds
453,Dingle,PH,10.9995,122.6711,75.24,94,79,6.64,broken clouds
454,Santa Maria,BR,-29.6842,-53.8069,72.7,94,75,2.3,light rain
455,Tombouctou,ML,20.0,-3.0,73.83,12,1,12.71,clear sky
456,Knyaze-Volkonskoye,RU,48.4642,135.4567,30.54,94,22,7.87,few clouds
457,Caxito,AO,-8.5785,13.6643,77.81,90,80,3.15,broken clouds
458,Klaksvik,FO,62.2266,-6.589,45.52,83,100,26.33,overcast clouds
459,Mudanjiang,CN,44.5833,129.6,23.7,75,10,5.55,clear sky
460,Fuyang,CN,32.9,115.8167,56.57,60,0,4.79,clear sky
461,Tuatapere,NZ,-46.1333,167.6833,65.97,63,100,7.36,overcast clouds
462,Mende,FR,44.6667,3.5,34.34,97,100,6.33,overcast clouds
463,Golden,US,39.7555,-105.2211,25.66,63,100,5.99,overcast clouds
464,Culebra,PR,18.303,-65.301,81.0,65,16,13.0,few clouds
465,Alghero,IT,40.5589,8.3181,41.09,93,0,3.44,clear sky
466,Kirakira,SB,-10.4544,161.9205,83.57,74,79,0.67,broken clouds
467,Sibiti,CG,-3.6819,13.3499,71.83,97,100,1.74,overcast clouds
468,Kieta,PG,-6.2167,155.6333,81.72,75,76,1.43,broken clouds
469,Belaya Gora,RU,68.5333,146.4167,-17.75,100,99,3.42,overcast clouds
470,Kisumu,KE,-0.1022,34.7617,69.69,61,90,7.9,overcast clouds
471,Eureka,US,40.8021,-124.1637,61.12,63,62,5.99,broken clouds
472,Milan,IT,45.4643,9.1895,49.84,64,49,1.14,scattered clouds
473,Sovetskiy,RU,61.3614,63.5842,-17.75,100,24,3.02,few clouds
474,Mitsamiouli,KM,-11.3847,43.2844,82.62,78,100,13.73,overcast clouds
475,Nhulunbuy,AU,-12.2333,136.7667,83.01,83,40,4.61,scattered clouds
476,Caravelas,BR,-17.7125,-39.2481,77.5,80,44,5.28,scattered clouds
477,San Cristobal,VE,7.7669,-72.225,72.55,81,86,2.55,overcast clouds
478,Poum,NC,-20.2333,164.0167,81.63,69,61,13.02,broken clouds
479,Port Maria,JM,18.3685,-76.8895,87.04,82,32,12.59,scattered clouds
480,Ayagoz,KZ,47.9714,80.4392,4.41,98,90,9.06,overcast clouds
481,Danielskuil,ZA,-28.1887,23.5395,71.49,52,76,7.52,broken clouds
482,Manaus,BR,-3.1019,-60.025,78.13,85,57,1.95,broken clouds
483,Wanaka,NZ,-44.7,169.15,62.65,79,100,10.49,moderate rain
484,Balabac,PH,7.9868,117.0645,78.78,86,90,4.79,overcast clouds
485,Trinidad,BO,-14.8333,-64.9,77.04,96,100,4.12,overcast clouds
486,Jackson,US,42.4165,-122.8345,58.59,28,51,3.0,broken clouds
487,Ocampo,MX,21.65,-101.5,72.25,11,19,23.53,few clouds
488,Kloulklubed,PW,7.0419,134.2556,77.5,78,100,15.41,overcast clouds
489,Kushima,JP,31.4583,131.2333,53.62,70,100,2.33,overcast clouds
490,Pangody,RU,65.85,74.4859,-4.59,95,100,8.28,overcast clouds
491,Egvekinot,RU,66.3167,-179.1667,10.78,56,0,18.9,clear sky
492,Vangaindrano,MG,-23.35,47.6,75.38,92,38,3.38,light rain
493,Camana,PE,-16.6228,-72.7111,74.23,78,7,6.4,clear sky
494,Puerto Escondido,MX,15.85,-97.0667,85.14,56,4,9.17,clear sky
495,Camacupa,AO,-12.0167,17.4833,62.31,97,97,2.42,light rain
496,Kangaatsiaq,GL,68.3065,-53.4641,-8.46,99,98,5.06,overcast clouds
497,Havre-Saint-Pierre,CA,50.2334,-63.5986,30.56,80,75,23.02,broken clouds
498,Mecca,SA,21.4267,39.8261,73.71,83,27,6.87,scattered clouds
499,Carolina,PR,18.3808,-65.9574,78.66,88,75,14.97,broken clouds
500,Bakchar,RU,57.0186,82.0711,-23.28,100,95,2.64,overcast clouds
501,Mehamn,NO,71.0357,27.8492,39.15,70,75,28.77,broken clouds
502,Namikupa,TZ,-10.8333,39.6,71.47,97,100,2.98,overcast clouds
503,Blue Springs,US,39.0169,-94.2816,23.09,84,100,11.5,light snow
504,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,80.1,74,91,9.86,overcast clouds
505,Butembo,CD,0.15,29.2833,64.24,55,100,2.95,overcast clouds
506,Bara,NG,10.3744,10.7288,82.4,18,94,9.42,overcast clouds
507,Bourail,NC,-21.5667,165.4833,81.73,63,60,6.22,broken clouds
508,Zaysan,KZ,47.4667,84.8667,23.94,95,91,3.4,light snow
509,Aguilas,ES,37.4063,-1.5829,54.66,79,99,1.81,overcast clouds
510,Ilhabela,BR,-23.7781,-45.3581,77.85,85,26,4.59,scattered clouds
511,Tondano,ID,1.3038,124.9112,66.29,93,87,0.54,overcast clouds
512,Ercis,TR,39.0287,43.3586,27.99,93,100,4.38,light snow
513,Navalmoral De La Mata,ES,39.8916,-5.5406,50.94,65,75,3.91,broken clouds
514,Shieli,KZ,44.1667,66.75,48.79,72,100,2.15,overcast clouds
515,Sistranda,NO,63.7256,8.834,44.56,70,100,9.78,overcast clouds
516,Tamuin,MX,21.9833,-98.75,89.42,33,55,10.71,broken clouds
517,Nouna,BF,12.7333,-3.8667,87.98,10,9,9.19,clear sky
518,Ucluelet,CA,48.9329,-125.5528,44.1,82,100,4.25,overcast clouds
519,Trogir,HR,43.5125,16.2517,40.78,38,0,11.5,clear sky
520,Yelnya,RU,54.5786,33.1837,8.31,94,27,6.49,scattered clouds
521,Araouane,ML,18.9048,-3.5265,75.16,10,5,11.79,clear sky
522,Omsukchan,RU,62.5333,155.8,6.93,97,100,1.54,overcast clouds
523,Loikaw,MM,19.6742,97.2094,69.42,64,45,2.86,scattered clouds
524,Mailsi,PK,29.8003,72.1758,68.18,37,3,5.41,clear sky
525,Ugoofaaru,MV,5.6667,73.0,82.08,74,1,5.01,clear sky
526,Taybad,IR,34.74,60.7756,66.02,46,100,9.46,overcast clouds
527,Rocha,UY,-34.4833,-54.3333,66.49,71,100,12.95,overcast clouds
528,Jhinjhana,IN,29.5167,77.2167,60.91,52,0,6.89,clear sky
529,Pasinler,TR,39.9803,41.6764,27.59,93,100,4.54,overcast clouds
530,Mao,ES,39.8885,4.2658,50.56,81,40,4.61,scattered clouds
531,Roswell,US,34.0232,-84.3616,67.73,68,13,3.0,few clouds
532,Tam Ky,VN,15.5667,108.4833,65.17,91,94,4.38,overcast clouds
533,Nagato,JP,34.3833,131.2,50.07,60,100,7.11,overcast clouds
534,Camacha,PT,33.0833,-16.3333,62.02,82,20,12.66,few clouds
535,Nyrob,RU,60.733,56.7202,-14.76,100,59,2.84,broken clouds
536,Kawhia,NZ,-38.0651,174.8183,70.5,54,14,10.25,few clouds
537,Brandon,US,27.9378,-82.2859,75.99,91,40,4.61,light intensity drizzle
538,Kokologo,BF,12.1897,-1.8856,85.14,10,30,10.42,scattered clouds
539,Itigi,TZ,-5.7,34.4833,62.53,95,71,4.12,broken clouds
540,Madang,PG,-5.2246,145.7966,78.62,83,76,4.34,broken clouds
541,Alta Floresta,BR,-9.8756,-56.0861,73.67,97,99,3.44,light rain
542,Lagoa,PT,39.05,-27.9833,57.02,58,100,25.61,overcast clouds
543,Kalengwa,ZM,-13.4659,25.0027,63.46,98,86,4.18,light rain
544,Hervey Bay,AU,-25.2986,152.8535,76.01,85,100,8.99,overcast clouds
545,Port Hardy,CA,50.6996,-127.4199,41.36,74,100,4.7,light rain
546,Norilsk,RU,69.3535,88.2027,-23.58,98,66,6.35,broken clouds
547,Dangriga,BZ,16.9692,-88.2321,82.13,76,3,8.75,clear sky
548,Dobson,US,36.3957,-80.7226,51.8,58,100,3.44,overcast clouds
549,Mayumba,GA,-3.432,10.6554,80.69,80,97,5.53,overcast clouds
550,Kizukuri,JP,40.8061,140.3861,41.41,75,100,4.81,overcast clouds
551,Hualmay,PE,-11.0964,-77.6139,75.04,75,72,10.16,broken clouds
552,Awjilah,LY,29.1081,21.2869,52.07,53,24,10.4,few clouds
553,Emerald,AU,-23.5333,148.1667,74.34,83,18,13.13,few clouds
554,Filadelfia,US,39.9523,-75.1638,51.82,52,99,1.01,overcast clouds
555,Abu Zabad,SD,12.35,29.25,81.37,17,68,24.74,broken clouds
556,Santiago Del Estero,AR,-27.7951,-64.2615,68.13,88,99,4.07,overcast clouds
557,Constitucion,CL,-35.3333,-72.4167,67.21,61,1,16.98,clear sky
558,Isangel,VU,-19.55,169.2667,82.51,78,40,0.0,scattered clouds
559,Moscow,RU,55.7522,37.6156,17.83,96,20,3.91,few clouds
560,Oriximina,BR,-1.7656,-55.8661,74.3,97,100,3.22,overcast clouds
561,Bengkulu,ID,-3.8004,102.2655,75.94,89,100,4.47,overcast clouds
562,Nantucket,US,41.2835,-70.0995,42.85,79,0,6.91,clear sky
563,Sandwick,GB,60.0,-1.25,46.22,87,20,20.71,few clouds
564,Tukrah,LY,32.5341,20.5791,52.25,55,11,15.01,few clouds
565,La Asuncion,VE,11.0333,-63.8628,77.47,82,98,11.5,overcast clouds
566,Steinen,DE,47.6445,7.7391,42.96,60,31,0.0,scattered clouds
567,Harper,LR,4.375,-7.7169,81.16,86,98,8.57,overcast clouds
568,Sherpur,BD,25.0188,90.0175,69.24,28,6,5.82,clear sky
569,Kuah,MY,6.3265,99.8432,80.08,76,92,10.85,overcast clouds
570,Quang Ngai,VN,15.1167,108.8,65.68,92,100,5.14,overcast clouds
571,Maniitsoq,GL,65.4167,-52.9,-7.17,93,46,6.67,scattered clouds
572,Hovd,MN,48.0056,91.6419,24.01,54,2,10.76,clear sky
573,Port Shepstone,ZA,-30.7414,30.455,72.79,84,34,6.82,scattered clouds
574,Dudinka,RU,69.4058,86.1778,-23.39,100,98,5.93,overcast clouds
575,Toppenish,US,46.3774,-120.3087,48.2,30,76,1.32,broken clouds
576,Dali,CN,25.7,100.1833,50.36,57,7,4.65,clear sky
577,Mumbwa,ZM,-14.9783,27.0619,63.93,95,48,4.27,scattered clouds
578,Nefteyugansk,RU,61.0998,72.6035,-23.84,100,59,5.61,broken clouds
579,Humboldt,US,40.6665,-123.9178,52.05,40,51,6.46,broken clouds
580,Urengoy,RU,65.9667,78.3667,0.84,95,100,8.01,overcast clouds
581,Tabas,IR,33.5959,56.9244,73.06,34,100,9.6,overcast clouds
582,Okoneshnikovo,RU,54.8377,75.0834,-3.01,98,89,6.6,overcast clouds
583,Atar,MR,20.5169,-13.0499,74.61,11,0,9.4,clear sky
584,Houma,US,29.5958,-90.7195,73.0,62,37,5.01,scattered clouds
585,Sobolevo,RU,54.4299,31.8996,9.3,93,25,6.51,scattered clouds
586,Akyab,MM,20.15,92.9,70.92,63,9,7.87,clear sky
587,Argelia,CO,2.2556,-77.2488,69.69,93,85,1.88,light rain
588,Balotra,IN,25.8333,72.2333,74.79,28,0,7.74,clear sky
589,Santa Marta De Tormes,ES,40.9506,-5.6272,46.98,77,0,9.22,clear sky
590,Coruripe,BR,-10.1256,-36.1756,79.34,78,72,10.02,broken clouds
591,Bhakkar,PK,31.6253,71.0657,67.68,40,0,3.0,clear sky
592,Shimoda,JP,34.6667,138.95,47.1,64,3,4.99,clear sky
593,Fukue,JP,32.6881,128.8419,59.34,66,100,6.93,overcast clouds
594,Escanaba,US,45.7453,-87.0646,22.96,43,0,9.22,clear sky
595,Muriwai Beach,NZ,-36.8167,174.45,71.87,57,39,11.18,scattered clouds
596,Praia Da Vitoria,PT,38.7333,-27.0667,56.75,72,100,16.98,overcast clouds
597,Vung Tau,VN,10.346,107.0843,75.92,84,100,10.27,overcast clouds
598,Aktau,KZ,43.65,51.2,37.98,76,100,14.03,overcast clouds
599,Aksu,CN,41.1231,80.2644,47.44,38,71,6.58,broken clouds
600,Kibala,TD,9.1104,18.3463,88.57,25,82,4.83,broken clouds
601,Moose Factory,CA,51.2585,-80.6094,7.95,81,100,7.45,overcast clouds
602,Kaeo,NZ,-35.1,173.7833,73.33,67,64,10.42,broken clouds
603,Neulengbach,AT,48.1974,15.9022,34.39,55,0,8.99,clear sky
604,Sumkino,RU,58.1108,68.3244,-20.18,100,51,3.2,broken clouds
605,Payson,US,40.0444,-111.7321,32.25,46,40,25.32,scattered clouds
606,Concarneau,FR,47.875,-3.9225,49.82,90,93,16.73,overcast clouds
607,Lev Tolstoy,RU,53.2134,39.446,9.61,89,61,15.64,broken clouds
608,Coroico,BO,-16.1889,-67.7271,66.49,96,92,1.97,overcast clouds
609,Torrington,US,41.8007,-73.1212,47.64,59,99,1.01,overcast clouds
610,Rio Claro,BR,-22.4114,-47.5614,76.37,66,53,2.37,broken clouds
611,Mantua,IT,45.1667,10.7833,43.84,64,6,3.0,clear sky
612,Bairiki,KI,1.3292,172.9752,80.02,81,61,11.63,light rain
613,Barroquinha,BR,-3.0189,-41.1361,74.68,96,100,3.78,moderate rain
614,Marinette,US,45.1,-87.6307,23.05,42,0,10.36,clear sky
615,Pangnirtung,CA,66.1451,-65.7125,-11.31,94,99,1.54,overcast clouds
616,Jacareacanga,BR,-6.2222,-57.7528,76.1,87,82,0.81,broken clouds
617,Dolgorukovo,RU,52.3195,38.3453,10.98,84,89,17.87,overcast clouds
618,Diebougou,BF,10.9667,-3.25,89.83,14,77,4.59,broken clouds
619,Strezhevoy,RU,60.7333,77.5889,-15.11,99,82,6.31,broken clouds
620,Samalkha,IN,29.2333,77.0167,62.73,43,0,6.35,clear sky
621,Sola,VU,-13.8833,167.55,83.03,73,87,10.33,overcast clouds
622,Surt,LY,31.2089,16.5887,54.61,57,30,4.9,scattered clouds
623,Monroe,US,43.1501,-77.6831,42.46,69,75,11.5,broken clouds
624,Blagoyevo,RU,63.3667,47.9167,10.71,95,96,9.22,overcast clouds
625,Mildura,AU,-34.2,142.15,59.07,70,0,12.71,clear sky
626,Guarapari,BR,-20.6667,-40.4975,77.81,83,78,9.82,broken clouds
627,Sayyan,YE,15.1718,44.3244,58.06,21,71,1.86,broken clouds
628,Myanaung,MM,18.2833,95.3167,76.48,45,57,3.2,broken clouds
629,Vryheid,ZA,-27.7695,30.7917,63.21,98,83,2.55,broken clouds
630,Dourbali,TD,11.8091,15.8632,84.78,15,38,17.29,scattered clouds
631,Papara,BR,-3.9839,-38.7273,81.68,89,100,4.0,overcast clouds
632,Januaria,BR,-15.4833,-44.3667,76.62,64,68,2.33,light rain
633,Inhambane,MZ,-23.865,35.3833,75.76,85,9,9.15,clear sky
634,Reo,BF,12.3167,-2.4667,88.05,10,21,9.62,few clouds
635,Melnikovo,RU,56.5558,84.085,-8.75,99,99,4.32,overcast clouds
636,Dillon,US,34.4166,-79.3712,51.12,80,100,6.93,overcast clouds
637,Bucerias,MX,20.75,-105.3333,75.18,60,0,14.97,clear sky
638,Marsabit,KE,2.3284,37.9899,71.94,39,93,10.8,overcast clouds
639,Caucaia,BR,-3.7361,-38.6531,83.03,78,75,6.91,broken clouds
640,North Platte,US,41.1239,-100.7654,22.24,52,100,13.8,overcast clouds
641,Bathsheba,BB,13.2167,-59.5167,79.41,69,40,20.71,scattered clouds
642,Barga,IT,44.0742,10.4808,43.43,78,22,3.36,few clouds
643,Catuday,PH,16.2923,119.8062,76.39,75,89,6.04,overcast clouds
644,Ranong,TH,9.9658,98.6348,75.97,89,89,3.78,overcast clouds
645,Rathkeale,IE,52.5244,-8.9381,47.71,71,75,20.71,light rain
646,Katangli,RU,51.7102,143.2326,17.17,96,75,8.9,broken clouds
647,Jalu,LY,29.0331,21.5482,51.93,51,10,10.22,clear sky
648,Sinegorye,RU,62.0788,150.477,3.18,90,100,1.3,overcast clouds
649,Mareeba,AU,-17.0,145.4333,77.72,95,100,1.36,overcast clouds
650,Misratah,LY,32.3754,15.0925,54.41,57,23,2.39,few clouds
651,Arriaga,MX,16.2333,-93.9,87.58,49,3,9.24,clear sky
652,Kawalu,ID,-7.3817,108.2082,72.01,92,100,2.8,overcast clouds
653,Price,US,39.5994,-110.8107,33.12,24,0,20.71,clear sky
654,Puerto Leguizamo,CO,-0.1934,-74.7819,84.87,65,98,2.37,overcast clouds
655,Krasnoselkup,RU,65.7,82.4667,-13.79,100,100,3.15,overcast clouds
656,Tazovskiy,RU,67.4667,78.7,-5.03,97,97,7.14,overcast clouds
657,Dalnerechensk,RU,45.9339,133.7225,22.66,96,19,8.16,few clouds
658,Vite,IN,17.2833,74.55,79.47,37,92,7.11,overcast clouds
659,Bambanglipuro,ID,-7.95,110.2833,75.69,89,100,2.75,overcast clouds
660,Boffa,GN,10.1667,-14.0333,76.5,81,2,3.4,clear sky
661,Hailar,CN,49.2,119.7,10.31,82,12,15.39,few clouds
662,Conceicao Do Araguaia,BR,-8.2578,-49.2647,76.6,88,100,0.96,light rain
663,Shitanjing,CN,39.2342,106.3439,49.14,49,100,2.48,overcast clouds
664,Medveditskiy,RU,50.7852,44.7129,20.12,93,100,13.94,light snow
665,Upington,ZA,-28.4478,21.2561,81.23,43,55,7.76,broken clouds
666,Hohhot,CN,40.8106,111.6522,44.51,38,100,10.04,overcast clouds
667,Chowchilla,US,37.123,-120.2602,71.02,17,0,16.11,clear sky
668,Ewa Beach,US,21.3156,-158.0072,84.15,61,0,9.22,clear sky
669,Arman,RU,59.7,150.1667,16.83,79,100,7.96,overcast clouds
670,Duvan,RU,55.695,57.9024,-4.2,98,40,6.51,scattered clouds
671,Salvador,SV,13.8333,-88.9167,82.06,41,17,9.89,few clouds
672,Valdemarpils,LV,57.3707,22.5919,27.01,53,95,7.11,overcast clouds
673,Marzuq,YE,14.4,46.4667,65.71,21,20,6.67,few clouds
674,Karasburg,NA,-28.0167,18.75,77.86,51,76,3.53,light rain
675,Qujing,CN,25.4833,103.7833,47.5,95,7,3.29,clear sky
676,Skjervoy,NO,70.0311,20.9714,40.57,78,65,41.47,light rain
